"","co_grupo","co_sub_grupo","co_forma_organizacao","co_procedimento","no_procedimento","tp_complexidade","tp_sexo","qt_maxima_execucao","qt_dias_permanencia","qt_pontos","vl_idade_minima","vl_idade_maxima","vl_servico_hospitalar","vl_servico_ambulatorial","vl_servico_profissional","qt_tempo_permanencia","no_grupo","no_sub_grupo","no_forma_organizacao"
"1540","03","03","07","0303070056","RETIRADA DE CORPO ESTRANHO DO ESTOMAGO / DUODENO                                                                                                                                                                                                          ","2","I","9999","9999","0000","0000","1571","0000000000","0000004725","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do aparelho digestivo                                                         "
"1541","03","03","07","0303070064","TRATAMENTO DE DOENCAS DO ESOFAGO ESTOMAGO E DUODENO                                                                                                                                                                                                       ","2","I","0001","0003","0080","0000","1571","0000015984","0000000000","0000002622","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do aparelho digestivo                                                         "
"1542","03","03","07","0303070072","TRATAMENTO DE DOENCAS DO FIGADO                                                                                                                                                                                                                           ","2","I","0001","0008","0080","0000","1571","0000035669","0000000000","0000005970","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do aparelho digestivo                                                         "
"1543","03","03","07","0303070080","TRATAMENTO DE DOENCAS DO PERITONIO                                                                                                                                                                                                                        ","2","I","0001","0004","0100","0000","1571","0000020939","0000000000","0000004237","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do aparelho digestivo                                                         "
"1544","03","03","07","0303070099","TRATAMENTO DE ENTERITES E COLITES NAO INFECCIOSAS                                                                                                                                                                                                         ","2","I","0001","0006","0100","0000","1571","0000016710","0000000000","0000003705","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do aparelho digestivo                                                         "
"1545","03","03","07","0303070102","TRATAMENTO DE OUTRAS DOENCAS DO APARELHO DIGESTIVO                                                                                                                                                                                                        ","2","I","0001","0003","0100","0000","1571","0000029357","0000000000","0000005358","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do aparelho digestivo                                                         "
"1546","03","03","07","0303070110","TRATAMENTO DE OUTRAS DOENCAS DO INTESTINO                                                                                                                                                                                                                 ","2","I","0001","0004","0080","0000","1571","0000016615","0000000000","0000002751","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do aparelho digestivo                                                         "
"1547","03","03","07","0303070129","TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS                                                                                                                                                                                                    ","2","I","0001","0005","0080","0000","1571","0000022843","0000000000","0000004195","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do aparelho digestivo                                                         "
"1548","03","03","07","0303070137","TRATAMENTO DE INTERCORRÊNCIA CLINICA PÓS-CIRURGIA BARIÁTRICA                                                                                                                                                                                              ","3","I","0001","0003","0200","0192","1571","0000027200","0000000000","0000005000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do aparelho digestivo                                                         "
"1549","03","03","08","0303080019","CAUTERIZAÇÃO QUÍMICA DE PEQUENAS LESÕES                                                                                                                                                                                                                   ","2","I","9999","9999","0000","0000","1571","0000000000","0000000148","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças da pele e do tecido  subcutâneo                                               "
"1550","03","03","08","0303080027","DESBASTAMENTO DE CALOSIDADE E/OU MAL PERFURANTE (DESBASTAMENTO)                                                                                                                                                                                           ","2","I","9999","9999","0000","0000","1571","0000000000","0000000148","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças da pele e do tecido  subcutâneo                                               "
"1551","03","03","08","0303080035","ESFOLIACAO QUIMICA                                                                                                                                                                                                                                        ","2","I","9999","9999","0000","0000","1571","0000000000","0000000148","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças da pele e do tecido  subcutâneo                                               "
"1552","03","03","08","0303080043","TRATAMENTO DE AFECÇÕES BOLHOSAS                                                                                                                                                                                                                           ","2","I","0001","0005","0100","0000","1571","0000015293","0000000000","0000003323","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças da pele e do tecido  subcutâneo                                               "
"1553","03","03","08","0303080051","TRATAMENTO DE DERMATITES E ECZEMAS                                                                                                                                                                                                                        ","2","I","0001","0003","0100","0000","0227","0000019185","0000000000","0000003306","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças da pele e do tecido  subcutâneo                                               "
"1554","03","03","08","0303080060","TRATAMENTO DE ESTAFILOCOCCIAS                                                                                                                                                                                                                             ","2","I","0001","0004","0100","0000","1571","0000025166","0000000000","0000004096","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças da pele e do tecido  subcutâneo                                               "
"1555","03","03","08","0303080078","TRATAMENTO DE ESTREPTOCOCCIAS                                                                                                                                                                                                                             ","2","I","0001","0004","0100","0000","1571","0000025166","0000000000","0000004096","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças da pele e do tecido  subcutâneo                                               "
"1556","03","03","08","0303080086","TRATAMENTO DE FARMACODERMIAS                                                                                                                                                                                                                              ","2","I","0001","0005","0100","0000","1571","0000015293","0000000000","0000003323","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças da pele e do tecido  subcutâneo                                               "
"1557","03","03","08","0303080094","TRATAMENTO DE OUTRAS AFECÇÕES DA PELE E DO TECIDO SUBCUTÂNEO                                                                                                                                                                                              ","2","I","0001","0004","0100","0000","1571","0000014274","0000000000","0000003983","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças da pele e do tecido  subcutâneo                                               "
"1558","03","03","08","0303080108","FOTOTERAPIA (POR SESSÃO)                                                                                                                                                                                                                                  ","2","I","0013","9999","0000","0010","1571","0000000000","0000000400","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças da pele e do tecido  subcutâneo                                               "
"1559","03","03","08","0303080116","FOTOTERAPIA COM FOTOSSENSIBILIZAÇÃO (POR SESSÃO)                                                                                                                                                                                                          ","2","I","0013","9999","0000","0010","1571","0000000000","0000000800","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças da pele e do tecido  subcutâneo                                               "
"1560","03","03","09","0303090014","ARTROCENTESE DE GRANDES ARTICULACOES                                                                                                                                                                                                                      ","2","I","0001","9999","0000","0000","1571","0000000000","0000003069","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1561","03","03","09","0303090022","ARTROCENTESE DE PEQUENAS ARTICULACOES                                                                                                                                                                                                                     ","2","I","0001","9999","0000","0000","1571","0000000000","0000000000","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1562","03","03","09","0303090030","INFILTRACAO DE SUBSTANCIAS EM CAVIDADE SINOVIAL (ARTICULACAO, BAINHA TENDINOSA)                                                                                                                                                                           ","2","I","9999","9999","0000","0000","1571","0000000000","0000000563","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1563","03","03","09","0303090049","INSTALACAO DE TRACAO CUTANEA                                                                                                                                                                                                                              ","2","I","0001","9999","0000","0000","1571","0000000000","0000000000","0000001080","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1564","03","03","09","0303090073","REVISÃO COM TROCA DE APARELHO GESSADO EM MEMBRO INFERIOR                                                                                                                                                                                                  ","2","I","9999","9999","0000","0000","1571","0000000000","0000002531","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1565","03","03","09","0303090081","REVISÃO COM IMOBILIZAÇÃO NÃO GESSADA EM LESÃO DA COLUNA VERTEBRAL                                                                                                                                                                                         ","2","I","9999","9999","0000","0000","1571","0000000000","0000001100","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1566","03","03","09","0303090090","REVISÃO COM TROCA DE APARELHO GESSADO EM MEMBRO SUPERIOR                                                                                                                                                                                                  ","2","I","9999","9999","0000","0000","1571","0000000000","0000002221","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1567","03","03","09","0303090111","REVISÃO COM TROCA DE APARELHO GESSADO EM LESÃO DA COLUNA VERTEBRAL                                                                                                                                                                                        ","2","I","9999","9999","0000","0000","1571","0000000000","0000002732","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1568","03","03","09","0303090120","TRATAMENTO CONSERVADOR DE FRATURA NA CINTURA ESCAPULAR (COM IMOBILIZAÇÃO)                                                                                                                                                                                 ","2","I","0001","9999","0050","0000","1571","0000000000","0000003659","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1569","03","03","09","0303090138","TRATAMENTO CONSERVADOR DE FRATURA / LESAO LIGAMENTAR / ARRANCAMENTO OSSEO AO NIVEL DA PELVE                                                                                                                                                               ","2","I","0001","0002","0060","0000","1571","0000009836","0000000000","0000005937","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1570","03","03","09","0303090146","TRATAMENTO CONSERVADOR DE FRATURA DE COSTELAS                                                                                                                                                                                                             ","2","I","0001","9999","0050","0000","1571","0000000000","0000001504","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1571","03","03","09","0303090154","TRATAMENTO CONSERVADOR DE FRATURA DE PUNHO COM LUVA GESSADA                                                                                                                                                                                               ","2","I","9999","9999","0000","0000","1571","0000000000","0000004068","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1572","03","03","09","0303090162","TRATAMENTO CONSERVADOR DE FRATURA DE OSSO METACÁRPICO                                                                                                                                                                                                     ","2","I","9999","9999","0000","0000","1571","0000000000","0000001785","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1573","03","03","09","0303090170","TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS DA FACE                                                                                                                                                                                                        ","2","I","0001","9999","0050","0000","1571","0000000000","0000000000","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1574","03","03","09","0303090189","TRATAMENTO CONSERVADOR DE FRATURA DO ESTERNO                                                                                                                                                                                                              ","2","I","0001","9999","0000","0000","1571","0000000000","0000001598","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1575","03","03","09","0303090197","TRATAMENTO CONSERVADOR DE FRATURA DOS ANEIS PELVICOS                                                                                                                                                                                                      ","2","I","0001","0008","0060","0000","1571","0000009770","0000000000","0000005897","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1576","03","03","09","0303090200","TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO INFERIOR COM IMOBILIZAÇÃO                                                                                                                                                                                     ","2","I","0004","9999","0000","0000","1571","0000000000","0000004193","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1577","03","03","09","0303090219","TRATAMENTO CONSERVADOR DE LESÃO DA COLUNA CERVICAL COM IMOBILIZAÇÃO                                                                                                                                                                                       ","2","I","9999","9999","0000","0000","1571","0000000000","0000004758","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1578","03","03","09","0303090227","TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO SUPERIOR COM IMOBILIZAÇÃO                                                                                                                                                                                     ","2","I","0001","9999","0000","0000","1571","0000000000","0000004163","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1579","03","03","09","0303090235","TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA C/ ORTESE                                                                                                                                                                                    ","2","I","0001","0004","0060","0000","1571","0000016863","0000003909","0000003662","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1580","03","03","09","0303090243","TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA S/ IMOBILIZACAO                                                                                                                                                                              ","2","I","9999","9999","0060","0000","1571","0000000000","0000000000","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1581","03","03","09","0303090251","TRATAMENTO CONSERVADOR DE LESÃO DE COLUNA TORACO-LOMBO-SACRA COM IMOBILIZAÇÃO                                                                                                                                                                             ","2","I","9999","9999","0000","0000","1571","0000000000","0000004758","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1582","03","03","09","0303090260","TRATAMENTO CONSERVADOR DE LESÃO DE MECANISMO EXTENSOR DOS DEDOS                                                                                                                                                                                           ","2","I","9999","9999","0000","0000","1571","0000000000","0000001785","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1583","03","03","09","0303090286","TRATAMENTO CONSERVADOR DE LESÃO LIGAMENTAR EM MEMBRO COM IMOBILIZAÇÃO                                                                                                                                                                                     ","2","I","9999","9999","0000","0000","1571","0000000000","0000003520","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1584","03","03","09","0303090294","TRATAMENTO CONSERVADOR DE LUMBAGO OU DORSALGIA REFRATARIOS                                                                                                                                                                                                ","2","I","9999","9999","0100","0000","1571","0000000000","0000000000","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1585","03","03","09","0303090316","TRATAMENTO DAS POLIARTROPATIAS INFLAMATORIAS                                                                                                                                                                                                              ","2","I","0001","0005","0100","0000","1571","0000015708","0000000000","0000003362","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de doenças do sistema osteomuscular e do tecido conjuntivo                               "
"1586","03","03","10","0303100010","TRATAMENTO DE COMPLICACOES RELACIONADAS PREDOMINANTEMENTE AO PUERPERIO                                                                                                                                                                                    ","2","F","0001","0005","0100","0108","0731","0000013189","0000000000","0000002241","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento durante a gestação, parto e puerpério                                                    "
"1587","03","03","10","0303100028","TRATAMENTO DE ECLAMPSIA                                                                                                                                                                                                                                   ","2","F","0001","0003","0327","0108","0731","0000009701","0000000000","0000002698","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento durante a gestação, parto e puerpério                                                    "
"1588","03","03","10","0303100036","TRATAMENTO DE EDEMA, PROTEINURIA E TRANSTORNOS HIPERTENSIVOS NA GRAVIDEZ PARTO E PUERPERIO                                                                                                                                                                ","2","F","0001","0003","0150","0108","0731","0000009701","0000000000","0000002698","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento durante a gestação, parto e puerpério                                                    "
"1589","03","03","10","0303100044","TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ                                                                                                                                                                                                        ","2","F","0001","0003","0400","0108","0731","0000008525","0000000000","0000002399","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento durante a gestação, parto e puerpério                                                    "
"1590","03","03","10","0303100052","TRATAMENTO DE MOLA HIDATIFORME                                                                                                                                                                                                                            ","2","F","0001","0003","0150","0108","0731","0000005167","0000000000","0000001719","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento durante a gestação, parto e puerpério                                                    "
"1591","03","03","11","0303110015","TRATAMENTO DAS MALFORMACOES E DEFORMIDADES CONGENITAS DO SISTEMA OSTEOMUSCULAR                                                                                                                                                                            ","2","I","0001","0005","0120","0000","0227","0000013017","0000000000","0000003228","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de malformações congênitas, deformidades e anomalias cromossômicas                       "
"1592","03","03","11","0303110023","TRATAMENTO DE ANOMALIAS CROMOSSOMICAS NAO CLASSIFICADAS EM OUTRA PARTE                                                                                                                                                                                    ","2","I","0001","0006","0120","0000","0227","0000022854","0000000000","0000005403","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de malformações congênitas, deformidades e anomalias cromossômicas                       "
"1593","03","03","11","0303110031","TRATAMENTO DE ESPINHA BIFIDA                                                                                                                                                                                                                              ","2","N","0001","0008","0120","0000","0203","0000025368","0000000000","0000008128","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de malformações congênitas, deformidades e anomalias cromossômicas                       "
"1594","03","03","11","0303110040","TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO CIRCULATORIO                                                                                                                                                                                            ","2","I","0001","0004","0120","0000","1571","0000057877","0000000000","0000004764","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de malformações congênitas, deformidades e anomalias cromossômicas                       "
"1595","03","03","11","0303110058","TRATAMENTO DE FENDA LABIAL E/OU FENDA PALATINA                                                                                                                                                                                                            ","2","I","0001","0006","0120","0000","0227","0000026948","0000000000","0000013491","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de malformações congênitas, deformidades e anomalias cromossômicas                       "
"1596","03","03","11","0303110066","TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO URINARIO                                                                                                                                                                                                ","2","I","0001","0004","0080","0000","1571","0000022917","0000000000","0000005679","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de malformações congênitas, deformidades e anomalias cromossômicas                       "
"1597","03","03","11","0303110074","TRATAMENTO DE MALFORMACOES CONGENITAS DOS ORGAOS GENITAIS                                                                                                                                                                                                 ","2","I","0001","0006","0120","0000","0227","0000018063","0000000000","0000005013","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de malformações congênitas, deformidades e anomalias cromossômicas                       "
"1598","03","03","11","0303110082","TRATAMENTO DE NEUROFIBROMATOSE                                                                                                                                                                                                                            ","2","I","0001","0006","0100","0000","1571","0000015934","0000000000","0000004468","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de malformações congênitas, deformidades e anomalias cromossômicas                       "
"1599","03","03","11","0303110090","TRATAMENTO DE OUTRAS ANOMALIAS CONGENITAS DO SISTEMA NERVOSO                                                                                                                                                                                              ","2","I","0001","0006","0120","0000","0227","0000025368","0000000000","0000008128","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de malformações congênitas, deformidades e anomalias cromossômicas                       "
"1600","03","03","11","0303110104","TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS                                                                                                                                                                                                              ","2","I","0001","0004","0120","0000","0227","0000015576","0000000000","0000003385","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de malformações congênitas, deformidades e anomalias cromossômicas                       "
"1601","03","03","11","0303110112","TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS DO APARELHO DIGESTIVO                                                                                                                                                                                        ","2","I","0001","0006","0120","0000","0227","0000028043","0000000000","0000008631","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamento de malformações congênitas, deformidades e anomalias cromossômicas                       "
"1602","03","03","12","0303120037","TRATAMENTO DE HIPERTIROIDISMO                                                                                                                                                                                                                             ","2","I","9999","9999","0250","0000","1571","0000000000","0000000000","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamentos por medicina nuclear in vivo                                                            "
"1603","03","03","12","0303120045","TRATAMENTO DE CARDIOTOXICOSE POR HIPERTIROIDISMO (ATE 50 MCI)                                                                                                                                                                                             ","2","I","9999","9999","0400","0000","1571","0000000000","0000000000","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamentos por medicina nuclear in vivo                                                            "
"1604","03","03","12","0303120053","TRATAMENTO DE DOR/METÁSTASE ÓSSEA COM RADIOISÓTOPO (POR TRATAMENTO-EXCETO CÂNCER DE TIREOIDE)                                                                                                                                                             ","3","I","9999","9999","0000","0000","1571","0000000000","0000046838","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamentos por medicina nuclear in vivo                                                            "
"1605","03","03","12","0303120061","TRATAMENTO DE HIPERTIREOIDISMO (PLUMMER - ATE 30 MCI)                                                                                                                                                                                                     ","3","I","9999","9999","0000","0000","1571","0000044370","0000044370","0000000000","9999","Procedimentos clínicos                                                                              ","Tratamentos clínicos (outras especialidades)                                                        ","Tratamentos por medicina nuclear in vivo                                                            "
